skill,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
adding-and-subtracting-in-scientific-notation,-0.04472466986295534,0.1877620026042776,-0.14849681242009444,-0.2791860612079222,0.13147907030005798,0.0950177991737362,0.2872947166391679,-0.10543284232199177,0.0832003991718277,-0.14493634268563346,0.16846818999700336,-0.07586005652575362,0.02221939165177583,0.11932488691835519,0.019078001499265487,-0.007609332332374924,-0.35532389493641203,0.07972851859628216,0.053429538071514786,-0.04971191580393105,0.29019778381324923,-0.08824904087846816,-0.0603730956159262,0.009538571172762146,-0.1293861552807914,0.06169244991410037,-0.025253764555450687,-0.03873302170497823,-0.12194310892996278,0.07290476671705969,0.16225881248074953,-0.006855982703370641,0.19721250251037714,0.03495331968911478,-0.15233483078880866,0.15042006577623093,0.1307493517831259,0.06979034341801996,0.3383997902075552,-0.0255948683114115,0.08580140598758206,0.15291527645240827,-0.09455898657353713,-0.008981690928374099,0.16248834070498372,0.1304253434913907,-0.21863120013225357,0.08917072720337571,0.022965355524314564,-0.00991721796295099
adding-and-subtracting-polynomials-2,0.05891513418999474,0.1897967328765812,0.01729490767525621,-0.19693101656777418,0.1476778158416093,0.2807119260884966,0.31691651640444335,-0.19012189355678127,0.018241775548935232,0.08055965910782573,-0.022670875335566942,0.060204910857102376,0.07516933869415249,0.2366274486461516,0.032234741424402774,0.12315459860456984,-0.13354542370247105,0.10317190331058859,0.003135473315943027,0.08246960372357101,-0.04594047519127205,-0.014406095807911728,0.08964874089667374,0.1201999972701704,-0.25107710790220134,0.05466491044104649,0.00239076354486725,-0.2109243466748049,0.04893640271244312,0.1640749750322278,0.08288982094819648,-0.12048722374050917,-0.09067617611553594,-0.07676498417278282,-0.05994109895078145,0.05602225600990472,-0.023880737567940572,-0.08205048708719835,0.27433302482977157,0.11987257226495837,0.003075974173090168,-0.040047208499100984,0.019510912803346915,-0.10049547114648016,-0.2156489194501082,0.3073172217482644,-0.17307475581193973,0.14149739935942857,0.15436071400970575,-0.1717073380563252
adding_and_subtracting_fractions,-0.039694333157962156,0.21234206220692314,0.09933116041567808,-0.35989906863030474,-0.08408830451117687,0.2858020192386534,0.13204346319874052,-0.11753626776270053,-0.043710246077436184,0.07653716493527558,0.040866316215260295,0.023232675866658583,-0.06226546143489535,0.10009960312384299,-0.05559316040594505,-0.024098153561567567,-0.013139948286020869,0.058811924710412494,0.033186139810648586,-0.08034897617275852,-0.10444865455401854,0.06162620499330547,0.04344352993017954,0.33727599132384956,-0.21026846239779465,0.17864527384137635,0.1523442428809658,-0.20606111127167007,0.06698914252214061,0.25455104165979264,0.10452960559874354,-0.14507536375760696,-0.049011147520889115,-0.18708117413145517,0.005871814276459124,0.06268484496504358,-0.09072529946093252,-0.03913989100663387,0.13930875581334903,-0.012957566290701602,0.04675300855319224,0.13006967681369042,0.011384076207807483,-0.16275464907173906,0.02378556829198366,0.08449098420890473,-0.2639065604296499,-0.04129412361318314,0.24968970616031194,-0.1548260515888122
adding_and_subtracting_polynomials,-0.006781303436566407,0.12131359095369348,0.06814837881461201,-0.14677022402952974,-0.07603623813175338,0.2864064265048128,0.2666594932523865,-0.1529542137381847,-0.0365913293928812,0.053681694174258256,0.0309356198296046,-0.029734156496034645,-0.05195206779814072,0.2001673114838484,-0.030873511415727063,0.03845149029447466,-0.08452494036336895,0.025885715413256738,0.015556402597647229,-0.03216979291138355,-0.1731045896632311,0.07337210189026466,0.0517689131156516,0.3224102539232169,-0.3084145919991293,0.20206198844481568,0.11742676063541352,-0.13043566726617534,0.13448774138897587,0.26262691675091165,0.03158434901915754,-0.17078384576273603,-0.11523076638055359,-0.10423516187834418,0.06031839757158609,0.09144271983028823,-0.08503268652736919,-0.0441468245281181,0.08857799229480655,0.020057883717936344,-0.006301714648228404,0.08521178359677162,-0.046310393009133685,-0.045565932255414096,-0.13981897657357215,0.13906767994210548,-0.2738289735437949,0.06752303213279605,0.311982106318425,-0.09787194043203139
adding_and_subtracting_rational_numbers,0.09299559695490216,0.32383621038189386,0.10515642368379073,-0.2886548591101886,-0.02995518596104203,0.24417139131276,0.11190683657916915,-0.11793749744980507,0.07350116132329401,0.12115266832686926,-0.03152231941168975,0.042245996877092656,-0.05526352351327611,0.055151698141507235,-0.2164929274988333,-0.015927468713979518,-0.016907413806366643,0.1437346993607758,-0.045611471407682416,-0.11666257676375294,0.024867190864594962,0.11406119613655531,0.036378168559535906,0.3075014877207462,-0.19514550896681968,0.09457305910810869,0.01197666808336984,-0.28396740412449173,-0.005828715501862829,0.23767208129205025,0.0755704825478134,-0.2352769439674611,-0.002831905862877438,-0.22051147945700028,-0.037059776646182666,0.012508057001179554,-0.13996433825184318,0.015007636275024456,0.09794397660969534,-0.03855032382790924,0.10958209836822663,0.10265453366383735,0.1073633794536501,-0.1677024230902166,0.027613313536248022,-0.044659357728751285,-0.2091336280606159,-0.09351807183929921,0.17999183191994703,-0.08151370356337256
age_word_problems,0.015719520353173748,0.28533344478801453,0.0014943702477496043,0.08151371668934235,0.053208610716974795,-0.14294297102674908,0.0005275676490878453,0.01775584486534539,0.18840104131564833,0.024208161082259285,0.35934182304135914,-0.18787619799370006,0.10734659888333714,0.012210882127452794,0.22888555609121167,0.020852174321201653,-0.33540669099150516,-0.32819218286203117,-0.04819034776412773,-0.0786924259196498,0.02559038224284461,0.055199576945696355,0.09445450211920656,-0.11138516861121556,0.020896140906441773,0.21608369122296284,0.21409552916227628,0.13800252546784117,-0.015079430917890737,0.15843156121836888,-0.10137817994215677,-0.08538446561516565,-0.11565160988032826,0.12039869247451161,0.02264884632445618,0.08969824539503214,0.12940406001695523,-0.21490085852644147,0.13149441842380624,0.08250768001386687,-0.007992227689785926,-0.08895356222301157,-0.06707688337925481,0.14755504504682262,0.09683786492829242,-0.11856904553232699,-0.12814174127341707,-0.046457596944327814,-0.11914893363422156,-0.02315187771960877
angle_addition_postulate,0.17502316085043274,-0.07431599810139337,-0.06517546897890573,0.08715975731476479,0.22069113417671332,0.13237801515130362,-0.14393204370458498,-0.23638694106487507,-0.03737561141127856,-0.04473626864079721,-0.011160039553303655,-0.12999733812131717,0.14565671167427305,-0.19820275730853987,-0.004101887569180364,-0.016823622936277427,0.28468167842939135,0.17352226630016296,-0.11064706704648004,-0.3066027153181288,0.0011740503626662157,0.1338555196257872,0.056706605008551944,-0.07644141185568638,0.14964723836626795,0.024734490415914117,-0.2648644314938738,-0.12958478233419285,0.059955139551109454,-0.2063857094789629,0.22908413717070694,0.020278661382401066,0.14708564881981184,-0.08459697109106225,-0.09369256472166304,0.03599443945513293,0.042997512278723164,0.10833357116356848,-0.21215772802002458,-0.0428538953321566,0.04378143254993679,-0.14205967754409685,0.12481657220196084,-0.1243797275246993,0.04980300532786342,0.0009222528458702654,0.09297278164775993,-0.2903036994871271,-0.10746280818135108,0.12307864149493018
angles_1,0.08379339777604389,-0.20812209234498474,0.0584609916406097,0.013459229911502673,-0.04438630815107372,0.18442764568434464,-0.31793580938184407,-0.08525060273094322,0.16298387545691184,-0.23812744851287396,-0.26470124247526006,0.01697820514680379,0.0951333566355149,-0.14771675628403372,-0.06135842074626691,-0.10788979404494002,0.2983743252992681,-0.08031628699833465,0.02831698625411725,-0.04408534086545129,0.045513964819115654,0.15972564660939376,-0.13778327169776264,0.04907521738692231,0.16226080444465166,0.009061859327430838,-0.060188433813038206,-0.0876362257417011,0.040762751170814765,-0.11698946186326281,-0.0026323225536717546,0.15629433848076058,0.23972389817904047,-0.20563906261421094,0.007797446445798496,0.09788790984797197,0.03376481516059511,0.0028400199737317446,-0.1111165173605847,-0.1677970547485051,0.06575685660054868,-0.20370214994231559,0.08135663120867294,-0.12311160284267761,0.03529836756827943,-0.04562125936398699,0.24481665730640156,-0.2473902442682389,-0.1682718820722909,0.07558329013228214
angles_2,0.14302604425804857,-0.17077505420580577,-0.0014558721402808698,0.03474754619045808,-0.022179746635378465,0.10989353961088513,-0.2977120645026345,-0.12553781275588874,0.12070503467020592,-0.24754739252977995,-0.3026223709629839,0.002565437745886076,0.07315723320829766,-0.10775650730654616,-0.10737826729361039,-0.13956007483243268,0.31205558497977587,-0.035793901946394174,-0.061121515568356974,0.013582188985666077,0.05788972641384177,0.11966622417133557,-0.1793240496619847,0.08964914745141495,0.2411690647976073,0.008945330749163805,-0.04457700372645719,-0.18139826908776155,-0.05165697962338863,-0.047179359455172674,-0.04184945007808499,0.13293077024710184,0.20951435301874713,-0.2146917568254746,0.05152787306513994,0.11747140739916366,0.08092189694766506,-0.0021572279824490035,-0.07747003031264459,-0.14906141536349427,0.03571736393623574,-0.21705956782895042,0.1522268421730503,-0.12983565667664929,0.020643054809049113,-0.03019324275862249,0.15721353610815286,-0.2317449991078982,-0.17166356170498193,-0.006265625571636235
angles_of_a_polygon,-0.10012531655986685,-0.307391566074034,-0.028671461079527834,-0.003024166227452558,-0.18044366476859686,-0.08301145622212609,-0.23571885495549985,0.3363483897204465,-0.03058112181525732,-0.1919492781367802,0.07576266624105107,-0.18178788479073904,0.21865600109752129,0.09569435931504812,-0.001887035236772957,-0.04484809479836707,0.09515382089847453,-0.2683386851409412,-0.19043018761728372,-0.2127790124776754,0.11082675205998466,0.054698827821332556,0.10138792466356925,0.1476251124695427,0.07639637794142251,-0.18242764469029177,-0.1758508329005621,-0.0045038322293770765,0.15752126901917995,-0.17584007020766002,0.036849781733751266,-0.12126233043557741,0.021857563758942534,0.050898027021340886,-0.10761563129491453,0.06377489508659659,0.16359228076712087,0.08408469365864214,-0.004727493471985781,-0.13439221095619946,0.028212645077340604,0.07098966007022613,0.11166988653405886,-0.04675840300157301,0.09782507785380283,0.024200548888130433,0.23295960445618538,0.004412516052891939,0.11349664429344641,0.17523689415905255
approximating-with-orders-of-magnitude,-0.15683547668942766,0.21359361686607473,-0.0508903638800249,-0.12434449664097146,0.20352129942865863,0.04499906139928805,0.07457800767629721,-0.00452831519231613,-0.01563358833872481,-0.17232996934160247,0.1951986022054466,0.058955489459839874,-0.0036407514699040616,0.13270068169842109,0.125764319988029,0.0802486231432395,-0.17982243303696532,-0.23090453148786244,-0.21236513866173742,0.15772037591667282,0.19864779941503843,-0.01929329785314542,0.09905704861788853,0.07687405434245269,-0.03480921304294897,-0.05452453567025512,0.14220123316444078,-0.09944823076009736,-0.2881233774350736,0.039950873579961604,0.04831754175107173,-0.01577684039562515,0.07571986291733222,0.20326247780814918,-0.01695735707428548,0.23221693823125047,0.09679727099576932,0.10058516520337747,0.3839559703471662,0.11498955489021674,-0.11357019805625174,0.056762164632354166,-0.10701576510170852,0.1868968573783463,-0.07855096865440955,0.04722308526305929,-0.14199042850385962,0.19582616073318235,-0.07369924044818961,0.048896803413901305
area-and-circumference-of-parts-of-circles,0.0905819744279446,-0.1914788401697977,-0.06684140523175701,0.027555968835814716,0.07617284156871659,-0.16387988209649387,0.20925022805052879,0.03264030715878179,0.020292590304895393,-0.04437734158512827,0.15517940494433108,-0.04613467752106975,0.0290778170376572,0.19338217351061884,0.07802122092553067,0.024707642875272263,-0.5100349458833763,-0.17606832812831086,0.07265499222407415,0.058325547394286595,0.08092593344861065,0.07694104313462519,0.16623553004252273,-0.13760846942631616,0.23134342698929858,-0.11355670479437811,-0.20154072860996766,-0.14682623642793521,-0.03707885978810905,-0.11656471912950005,0.11665481541906934,0.03204505380569901,0.0573596499911754,0.18189520211676116,-0.1608790985487413,-0.0863714156533183,0.03351506948315232,-0.10369685745330408,0.31309241414574923,0.10109363821090336,0.0005654445488466675,0.03388108990294738,0.005376921695055129,0.12209953720294565,-0.12572373004295537,-0.13255529647585818,-0.14630162752797743,0.13226781666478485,0.04628942655498144,0.0383844310660512
area-of-quadrilaterals-and-polygons,-0.02805544402203686,-0.04698460776903869,0.0974176988745585,0.08782194792741856,0.04752183894252077,-0.055742182683172346,0.12661592639472763,-0.11551971116927996,-0.1539511422324083,0.0652341996325106,-0.04967716515414444,0.11376646736308137,0.04497719659694204,0.10369028549997181,0.06454743121149972,-0.026225202779380216,-0.21973168589524944,-0.24818578408710426,-0.1400709883014151,-0.13918441716227092,0.04788957005952305,0.38138759004864126,-0.004179161090865746,-0.14575823816308414,0.15040794584517214,-0.17303281191353706,0.104605909327465,-0.1898102477176557,-0.1687222605910717,0.013505807606006346,0.10829309161020122,0.006690362629495757,0.019156643953074703,0.34112558227207973,-0.1179836934727989,0.023079677127082743,0.14983485146702766,-0.0791292107829648,0.37217260302839883,0.1019235769078095,-0.09080276661940011,0.11517442442587726,-0.0795123367917686,0.14370996389310714,-0.17556869525500424,0.035857524636656445,0.10912426871180043,0.1033314420608036,0.11294978443722603,-0.038586308270141714
area-of-triangles-2,-0.009717288090437674,-0.16529996243466394,0.09225015585695538,0.06848775614550472,-0.015051216728472887,-0.00307490847474113,0.16728404407897482,-0.0968839752263291,-0.23142354721636857,0.04107767423443966,-0.09257471472648378,0.1352194211815004,0.09302272687972601,0.056605898975904345,0.05556717669614265,0.010167335076447367,-0.16983140313925532,-0.3720601030316249,-0.14404600231010314,-0.22049957489238045,0.04542724187030068,0.282353735641061,0.008445765117856552,-0.20034155987214639,0.19667960746945498,-0.06441258865001706,0.07619886751319649,-0.22181038859896682,-0.06892267071116304,0.07256751672313146,0.11086612875634277,-0.07125555880350339,0.031952696951531925,0.3057230778852163,-0.12783068575207301,0.028844606552174294,0.1936109903912901,-0.012481425817833755,0.36016953848192695,0.05877835379282086,-0.05717008121282539,0.1365839479811586,-0.049956795840621133,0.07157571123557326,-0.04335096586877735,0.03718088630616137,0.07198503113503599,-0.024613424391200508,0.13805618499147437,-0.025271379350132683
